,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
300,BDCQ.SEA1BT,2013.12,5637,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
301,BDCQ.SEA1BT,2014.03,5873,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
302,BDCQ.SEA1BT,2014.06,5949,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
303,BDCQ.SEA1BT,2014.09,5790,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
304,BDCQ.SEA1BT,2014.12,5580,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
305,BDCQ.SEA1BT,2015.03,5425,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
306,BDCQ.SEA1BT,2015.06,5352,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
307,BDCQ.SEA1BT,2015.09,5212,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
308,BDCQ.SEA1BT,2015.12,5112,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
309,BDCQ.SEA1BT,2016.03,5126,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
310,BDCQ.SEA1BT,2016.06,5124,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
311,BDCQ.SEA1BT,2016.09,5108,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
312,BDCQ.SEA1BT,2016.12,5185,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
313,BDCQ.SEA1BT,2017.03,5217,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
314,BDCQ.SEA1BT,2017.06,5191,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
315,BDCQ.SEA1BT,2017.09,5230,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
316,BDCQ.SEA1BT,2017.12,5343,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
317,BDCQ.SEA1BT,2018.03,5383,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
318,BDCQ.SEA1BT,2018.06,5400,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
319,BDCQ.SEA1BT,2018.09,5439,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
320,BDCQ.SEA1BT,2018.12,5461,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
321,BDCQ.SEA1BT,2019.03,5391,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
322,BDCQ.SEA1BT,2019.06,5282,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
323,BDCQ.SEA1BT,2019.09,5191,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
324,BDCQ.SEA1BT,2019.12,5201,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
325,BDCQ.SEA1BT,2020.03,5228,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
326,BDCQ.SEA1BT,2020.06,5286,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
327,BDCQ.SEA1BT,2020.09,5309,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
328,BDCQ.SEA1BT,2020.12,5338,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
329,BDCQ.SEA1BT,2021.03,5353,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
330,BDCQ.SEA1BT,2021.06,5363,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
331,BDCQ.SEA1BT,2021.09,5363,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
332,BDCQ.SEA1BT,2021.12,5393,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
333,BDCQ.SEA1BT,2022.03,5458,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
334,BDCQ.SEA1BT,2022.06,5501,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
335,BDCQ.SEA1BT,2022.09,5549,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
336,BDCQ.SEA1BT,2022.12,5619,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
337,BDCQ.SEA1BT,2023.03,5754,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
338,BDCQ.SEA1BT,2023.06,5830,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
339,BDCQ.SEA1BT,2023.09,5824,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
340,BDCQ.SEA1BT,2023.12,5789,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
341,BDCQ.SEA1BT,2024.03,5870,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
342,BDCQ.SEA1BT,2024.06,5950,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
343,BDCQ.SEA1BT,2024.09,5961,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
344,BDCQ.SEA1BT,2024.12,5977,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
345,BDCQ.SEA1BT,2025.03,6056,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
346,BDCQ.SEA1BT,2025.06,6101,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
347,BDCQ.SEA1BT,2025.09,6092,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Mining,Trend,,
348,BDCQ.SEA1CA,2011.06,206633,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
349,BDCQ.SEA1CA,2011.09,200677,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
350,BDCQ.SEA1CA,2011.12,204217,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
351,BDCQ.SEA1CA,2012.03,208617,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
352,BDCQ.SEA1CA,2012.06,206645,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
353,BDCQ.SEA1CA,2012.09,199425,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
354,BDCQ.SEA1CA,2012.12,203691,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
355,BDCQ.SEA1CA,2013.03,208709,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
356,BDCQ.SEA1CA,2013.06,205207,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
357,BDCQ.SEA1CA,2013.09,201457,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
358,BDCQ.SEA1CA,2013.12,207492,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
359,BDCQ.SEA1CA,2014.03,211991,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
360,BDCQ.SEA1CA,2014.06,210124,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
361,BDCQ.SEA1CA,2014.09,205440,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
362,BDCQ.SEA1CA,2014.12,207594,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
363,BDCQ.SEA1CA,2015.03,214158,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
364,BDCQ.SEA1CA,2015.06,212246,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
365,BDCQ.SEA1CA,2015.09,207462,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
366,BDCQ.SEA1CA,2015.12,211402,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
367,BDCQ.SEA1CA,2016.03,216597,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
368,BDCQ.SEA1CA,2016.06,214710,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
369,BDCQ.SEA1CA,2016.09,209854,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
370,BDCQ.SEA1CA,2016.12,215317,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
371,BDCQ.SEA1CA,2017.03,219090,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
372,BDCQ.SEA1CA,2017.06,219130,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
373,BDCQ.SEA1CA,2017.09,213648,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
374,BDCQ.SEA1CA,2017.12,220066,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
375,BDCQ.SEA1CA,2018.03,225445,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
376,BDCQ.SEA1CA,2018.06,224308,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
377,BDCQ.SEA1CA,2018.09,218059,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
378,BDCQ.SEA1CA,2018.12,223667,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
379,BDCQ.SEA1CA,2019.03,227931,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
380,BDCQ.SEA1CA,2019.06,225492,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
381,BDCQ.SEA1CA,2019.09,219991,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
382,BDCQ.SEA1CA,2019.12,227095,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
383,BDCQ.SEA1CA,2020.03,228672,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
384,BDCQ.SEA1CA,2020.06,224825,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
385,BDCQ.SEA1CA,2020.09,218967,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
386,BDCQ.SEA1CA,2020.12,222691,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
387,BDCQ.SEA1CA,2021.03,223355,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
388,BDCQ.SEA1CA,2021.06,224296,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
389,BDCQ.SEA1CA,2021.09,221282,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
390,BDCQ.SEA1CA,2021.12,226109,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
391,BDCQ.SEA1CA,2022.03,228608,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
392,BDCQ.SEA1CA,2022.06,226870,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
393,BDCQ.SEA1CA,2022.09,224994,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
394,BDCQ.SEA1CA,2022.12,229708,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
395,BDCQ.SEA1CA,2023.03,232496,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
396,BDCQ.SEA1CA,2023.06,232854,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
397,BDCQ.SEA1CA,2023.09,228332,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
398,BDCQ.SEA1CA,2023.12,230027,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
399,BDCQ.SEA1CA,2024.03,230122,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
400,BDCQ.SEA1CA,2024.06,228544,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
401,BDCQ.SEA1CA,2024.09,221901,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
402,BDCQ.SEA1CA,2024.12,223554,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
403,BDCQ.SEA1CA,2025.03,223911,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
404,BDCQ.SEA1CA,2025.06,222420,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
405,BDCQ.SEA1CA,2025.09,216393,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Actual,,
406,BDCQ.SEA1CS,2011.06,205546,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
407,BDCQ.SEA1CS,2011.09,205226,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
408,BDCQ.SEA1CS,2011.12,204628,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
409,BDCQ.SEA1CS,2012.03,204756,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
410,BDCQ.SEA1CS,2012.06,205574,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
411,BDCQ.SEA1CS,2012.09,203885,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
412,BDCQ.SEA1CS,2012.12,204141,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
413,BDCQ.SEA1CS,2013.03,204864,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
414,BDCQ.SEA1CS,2013.06,204151,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
415,BDCQ.SEA1CS,2013.09,205897,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
416,BDCQ.SEA1CS,2013.12,207953,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
417,BDCQ.SEA1CS,2014.03,208158,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
418,BDCQ.SEA1CS,2014.06,209034,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
419,BDCQ.SEA1CS,2014.09,209916,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
420,BDCQ.SEA1CS,2014.12,208006,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
421,BDCQ.SEA1CS,2015.03,210421,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
422,BDCQ.SEA1CS,2015.06,211082,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
423,BDCQ.SEA1CS,2015.09,211979,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
424,BDCQ.SEA1CS,2015.12,211741,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
425,BDCQ.SEA1CS,2016.03,212944,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
426,BDCQ.SEA1CS,2016.06,213484,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
427,BDCQ.SEA1CS,2016.09,214478,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
428,BDCQ.SEA1CS,2016.12,215490,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
429,BDCQ.SEA1CS,2017.03,215540,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
430,BDCQ.SEA1CS,2017.06,217882,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
431,BDCQ.SEA1CS,2017.09,218401,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
432,BDCQ.SEA1CS,2017.12,219976,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
433,BDCQ.SEA1CS,2018.03,222018,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
434,BDCQ.SEA1CS,2018.06,223098,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
435,BDCQ.SEA1CS,2018.09,222846,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
436,BDCQ.SEA1CS,2018.12,223295,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
437,BDCQ.SEA1CS,2019.03,224753,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
438,BDCQ.SEA1CS,2019.06,224424,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
439,BDCQ.SEA1CS,2019.09,224542,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
440,BDCQ.SEA1CS,2019.12,226550,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
441,BDCQ.SEA1CS,2020.03,225832,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
442,BDCQ.SEA1CS,2020.06,223876,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
443,BDCQ.SEA1CS,2020.09,223094,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
444,BDCQ.SEA1CS,2020.12,222124,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
445,BDCQ.SEA1CS,2021.03,220918,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
446,BDCQ.SEA1CS,2021.06,223407,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
447,BDCQ.SEA1CS,2021.09,225011,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
448,BDCQ.SEA1CS,2021.12,225606,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
449,BDCQ.SEA1CS,2022.03,226487,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
450,BDCQ.SEA1CS,2022.06,225856,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
451,BDCQ.SEA1CS,2022.09,228447,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
452,BDCQ.SEA1CS,2022.12,229364,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
453,BDCQ.SEA1CS,2023.03,230581,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
454,BDCQ.SEA1CS,2023.06,231653,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
455,BDCQ.SEA1CS,2023.09,231631,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
456,BDCQ.SEA1CS,2023.12,229863,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
457,BDCQ.SEA1CS,2024.03,228353,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
458,BDCQ.SEA1CS,2024.06,227194,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
459,BDCQ.SEA1CS,2024.09,225056,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
460,BDCQ.SEA1CS,2024.12,223508,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
461,BDCQ.SEA1CS,2025.03,222229,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Manufacturing,Seasonally adjusted,,
